1,6,259
1,3,259
1,2,259
1,14,259
1,4,259
1,5,259
2,5,957
3,15,428
3,6,428
4,15,765
4,1,765
4,6,765
4,5,765
5,15,1375
5,14,1375
6,6,1054
6,3,1054
6,5,1054
7,6,58
7,5,58
8,15,606
8,16,606
8,6,606
8,8,606
8,5,606
8,11,606
9,6,58
9,5,58
10,6,132
10,10,132
10,5,132
10,11,132
11,15,980
11,6,980
11,9,980
12,15,362
12,16,362
12,6,362
12,8,362
13,17,724
14,15,778
14,6,778
14,10,778
15,17,142
16,6,868
16,4,868
16,5,868
17,6,873
17,5,873
18,15,640
18,3,640
19,6,1283
19,9,1283
19,5,1283
20,15,5
20,16,5
20,6,5
20,2,5
20,14,5
20,10,5
20,5,5
20,11,5
21,3,1297
22,6,1096
22,10,1096
23,16,1020
23,6,1020
23,10,1020
23,5,1020
23,11,1020
24,15,872
24,6,872
24,13,872
24,5,872
25,17,254
26,12,254
26,15,254
26,7,254
27,17,496
28,12,1277
28,15,1277
28,2,1277
28,11,1277
29,17,129
30,15,1655
30,6,1655
30,14,1655
30,7,1655
31,17,142
32,17,884
33,17,442
34,12,1577
34,15,1577
34,6,1577
34,3,1577
34,14,1577
34,7,1577
34,5,1577
34,11,1577
35,14,1479
35,5,1479
35,11,1479
36,12,1694
36,6,1694
36,10,1694
37,17,1586
38,17,925
39,11,423
40,12,1351
40,15,1351
40,16,1351
40,1,1351
41,15,872
41,6,872
41,13,872
41,5,872
42,15,181
42,6,181
43,17,1554
44,17,27
45,17,1554
46,13,869
47,13,904
48,6,1323
48,8,1323
48,5,1323
48,11,1323
49,12,1351
49,15,1351
49,16,1351
49,1,1351
50,12,1351
50,15,1351
50,16,1351
50,1,1351
51,6,782
51,5,782
52,17,782
53,2,244
53,8,244
53,7,244
54,17,1476
55,2,480
55,8,480
56,6,565
56,14,565
56,5,565
56,11,565
57,15,1182
57,6,1182
57,9,1182
57,5,1182
58,15,112
58,16,112
58,6,112
58,9,112
58,14,112
58,13,112
58,8,112
58,5,112
58,11,112
59,1,607
59,14,607
60,12,1660
60,15,1660
60,16,1660
60,7,1660
61,17,1436
62,6,613
62,5,613
62,11,613
63,17,1660
64,3,1660
64,5,1660
65,6,1555
65,14,1555
65,10,1555
65,5,1555
66,15,112
66,16,112
66,6,112
66,9,112
66,14,112
66,13,112
66,8,112
66,5,112
66,11,112
67,6,49
67,14,49
67,13,49
68,15,111
68,6,111
68,3,111
68,14,111
68,7,111
68,5,111
69,12,460
70,6,114
70,3,114
70,14,114
70,5,114
71,17,114
72,15,1660
73,17,1660
74,12,313
74,15,313
74,16,313
74,6,313
74,9,313
74,3,313
74,2,313
74,5,313
74,11,313
75,15,112
75,16,112
75,6,112
75,9,112
75,14,112
75,13,112
75,8,112
75,5,112
75,11,112
76,6,1362
76,2,1362
76,5,1362
77,15,111
77,16,111
77,6,111
77,3,111
77,14,111
77,10,111
77,5,111
78,5,776
79,12,453
79,9,453
79,14,453
80,16,518
80,6,518
80,9,518
81,15,956
81,9,956
82,15,1570
82,6,1570
82,2,1570
82,14,1570
83,12,1170
83,15,1170
83,16,1170
83,6,1170
83,8,1170
83,7,1170
83,5,1170
84,12,779
84,15,779
84,16,779
84,3,779
84,2,779
84,5,779
85,12,34
85,15,34
85,1,34
85,6,34
85,14,34
85,10,34
85,7,34
86,17,34
87,15,96
87,5,96
88,15,347
89,13,928
89,11,928
90,6,1289
90,13,1289
90,5,1289
91,6,1587
91,11,1587
92,12,1353
92,16,1353
92,5,1353
93,2,725
93,11,725
94,6,283
94,10,283
94,5,283
95,15,1368
95,16,1368
95,6,1368
96,6,932
96,5,932
97,12,1644
97,15,1644
97,16,1644
97,6,1644
97,8,1644
97,5,1644
97,11,1644
98,15,1292
98,16,1292
98,6,1292
98,14,1292
99,15,196
99,16,196
99,14,196
100,6,834
100,5,834
101,15,1499
101,2,1499
101,8,1499
101,5,1499
102,14,1462
103,12,1344
103,15,1344
103,6,1344
103,11,1344
104,15,311
104,16,311
105,14,1427
106,15,1063
107,15,1718
107,1,1718
107,6,1718
108,15,347
108,6,347
108,10,347
108,5,347
109,15,1583
109,16,1583
109,6,1583
109,9,1583
109,10,1583
109,5,1583
109,11,1583
110,6,41
110,14,41
110,5,41
111,15,1467
111,2,1467
112,15,677
112,16,677
112,6,677
112,9,677
112,13,677
112,10,677
112,7,677
112,5,677
113,6,769
113,3,769
113,11,769
114,15,709
114,6,709
114,10,709
114,5,709
115,15,280
115,6,280
115,5,280
115,11,280
116,12,1502
116,15,1502
116,16,1502
116,6,1502
116,2,1502
116,10,1502
116,7,1502
116,5,1502
116,11,1502
117,6,1573
117,5,1573
117,11,1573
118,15,384
118,6,384
119,12,448
119,15,448
119,6,448
119,3,448
119,2,448
119,4,448
120,15,950
120,6,950
120,14,950
120,5,950
121,5,287
122,15,841
122,6,841
122,14,841
123,6,1539
123,5,1539
124,12,1645
124,15,1645
124,16,1645
124,6,1645
124,8,1645
124,5,1645
124,11,1645
125,17,1095
126,15,1502
126,16,1502
126,6,1502
126,10,1502
127,15,1587
127,16,1587
127,6,1587
127,14,1587
127,8,1587
127,11,1587
128,15,1080
128,8,1080
129,6,769
129,3,769
129,11,769
130,13,1502
130,11,1502
131,15,312
131,6,312
131,13,312
131,5,312
132,6,1096
132,2,1096
132,5,1096
133,6,495
133,3,495
133,10,495
134,12,943
134,15,943
134,6,943
134,3,943
134,7,943
135,6,283
135,10,283
135,5,283
136,15,393
136,16,393
136,6,393
136,10,393
136,5,393
136,11,393
137,15,702
137,16,702
137,6,702
137,2,702
137,13,702
137,8,702
137,4,702
137,5,702
138,17,461
139,12,1583
139,15,1583
139,16,1583
139,6,1583
139,9,1583
139,14,1583
139,10,1583
139,11,1583
140,12,1630
140,15,1630
140,16,1630
140,5,1630
141,6,1246
141,10,1246
142,5,1542
143,15,943
143,16,943
143,6,943
143,14,943
144,15,779
144,16,779
144,6,779
144,5,779
144,11,779
145,6,834
145,5,834
146,6,1030
146,5,1030
147,15,771
147,6,771
147,5,771
148,15,586
148,16,586
148,6,586
149,12,28
149,15,28
149,16,28
149,6,28
149,3,28
149,7,28
150,5,64
151,17,1450
152,17,943
153,6,110
153,3,110
153,2,110
153,10,110
153,5,110
154,15,950
154,6,950
154,2,950
154,5,950
154,11,950
155,6,1190
156,15,702
156,16,702
156,6,702
156,2,702
156,13,702
156,8,702
156,4,702
156,5,702
157,15,790
157,6,790
157,2,790
157,10,790
157,8,790
157,5,790
157,11,790
158,17,943
159,12,80
159,15,80
159,6,80
159,3,80
159,14,80
159,10,80
159,5,80
159,11,80
160,12,954
160,16,954
160,6,954
160,9,954
160,14,954
160,13,954
160,8,954
160,7,954
161,17,1630
162,6,58
162,5,58
163,12,1434
